"","id","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","O12","O13","O14","O15","O16","O17","O18"
"1",972,29.0407247053711,4.69135719326303,104.644578808942,100.541697482018,101.081418956784,97.7949969357227,108.413262130387,112.366372974277,99.9380517310228,100.347535464133,51.842963179235,48.2918953302275,48.7653741020314,50.8100012991266,47.6079432793842,109.352975133954,97.6598662127512,115.263863136119
"2",464,29.1338424321269,4.41590746555105,108.889191988159,102.118086012079,102.310899121699,98.3670433945323,110.041543187515,109.719168429653,103.005092321403,104.811101142582,51.265812117731,48.2704402800214,48.6233724916814,50.8893276027254,47.6395852682788,105.2389230674,98.784605257892,117.542860184681
"3",23,29.0240020880612,4.66037874194224,105.55170391827,102.179913919454,102.233152653972,98.6017176849101,107.866348062992,107.90222010867,104.798660139024,103.345124994287,51.209974433477,48.2766755842957,49.2218848356806,51.6492601871106,47.9879469983316,104.540940001789,102.659204780851,88.4766334336992
"4",818,29.1340616392692,4.81173280910914,104.264242531481,100.984903788718,102.319317890374,98.1512754749075,99.4981722634971,98.3600570738506,101.368144972609,99.6327321790797,50.7407909101807,48.2200477022174,47.712784361797,51.436617735874,48.0582349057263,104.005314568307,101.33308913979,91.2967277586212
"5",573,28.8781535784286,4.9115172182086,107.851931400274,103.558065529994,101.703518143934,98.937415283028,104.726455836688,102.295725105985,103.426572260219,102.294366516358,51.2729000993367,48.3033187375976,49.0696357410202,51.3747824240743,47.9656472909259,108.389753869229,102.367680492398,90.8096214316154
"6",284,29.013405264667,4.66912284406112,103.639025742832,100.541692140562,102.454206668386,97.972786974369,103.863611096405,99.2632143722376,100.884823960428,103.463137522848,50.6709903680673,48.25982993752,47.997548985531,51.6269871548014,48.2787517201939,105.216725325018,101.790138857973,89.3649371454126
"7",643,29.0627358579367,4.25954202336497,108.458274841641,102.382756240264,105.15859373088,98.7549757388839,110.220295240448,115.996146121105,103.715910615325,110.225754206648,50.2618058016496,48.2640631787599,48.2614766773722,50.6480834400392,47.3428850202646,109.352941499536,98.5567352800676,117.898983992326
"8",335,29.0412552333599,4.78465049418795,101.328857005994,104.838448670141,104.18406216547,98.5378124798131,107.413384160512,107.101420065052,104.533501735583,102.392370005556,51.1485986296977,48.3203889839372,48.7319603254138,52.0924568366998,48.331675422445,112.919586335425,102.264838772742,90.6662160080377
"9",488,29.0834896114547,4.76280703184286,101.929419000332,103.965440198533,103.290558540005,99.5937904031849,110.553190590149,107.020238077693,105.037627791473,102.934477225013,51.8524099366675,48.3247422986405,49.3205297843202,51.2915162869976,47.5257203283955,109.507174538136,102.327295690524,92.3395445545695
"10",218,29.0164509558129,5.14296051591914,99.78063500973,101.194291992992,100.689980657105,98.563882207376,104.162447491105,105.419502425372,99.3996047604957,99.870932861209,51.6772638853635,48.2864416277041,47.9732998324085,51.196571773859,48.2237927058492,102.656124515611,98.1582599791772,116.134310371714
"11",563,28.9773887493076,4.54159243789143,105.181931642079,102.19960748181,103.048569100416,99.0247275790015,111.347844634362,114.362175144577,102.855735999863,108.329723294498,51.2801409843505,48.3056604661495,49.1308094953612,50.9377939224955,47.1512725078106,103.500153616026,102.243878945632,89.1617262920873
"12",351,29.0779397245121,4.56745466014901,103.022056164714,101.466212102792,103.088748285654,98.7546804986432,112.00326043142,118.507055827439,102.5461421324,111.358313943244,50.6224714689183,48.3228067553043,48.5076032648663,51.1528426968166,48.0455463046424,108.974756993615,99.5766131784631,115.243573565948
"13",169,29.1568606822488,4.47088700003764,105.461679205903,101.258852727436,104.197804139078,97.3146621063656,104.679696783337,107.897969050708,101.822322216312,101.657705187181,49.6335866600291,48.2164023553744,47.0807309256462,51.2029345557159,48.1915315505909,116.95377781609,98.8356883863169,122.518354257059
"14",446,29.0039801186448,4.64629873886259,100.690616844916,102.190122655113,103.713621377856,98.6719487133286,108.282171013446,111.503381495792,101.212192380461,100.740360952036,50.5424848348191,48.2701913736834,48.0740348241554,51.1730648310365,47.8742746321051,108.538029471415,98.9255237530048,116.786718083842
"15",1003,29.068585641822,4.72968085030311,110.819615925942,100.934422768338,105.01371907832,98.8191374055295,106.313912724018,106.811733952045,103.930156454264,104.812344550614,48.9838779857468,48.1963543465668,46.9820708433932,52.111205633536,48.7719862122953,106.743848507842,103.685818069489,91.3551628139582
"16",1094,29.0457014729455,4.41959878857173,104.376309851903,102.68044952291,102.643752619116,98.1279213216923,108.723630790367,107.651012066163,103.999891615276,106.403131079886,50.5957376360106,48.2654146159853,48.8108909055054,51.4570113247168,47.5932809418426,112.004867390722,103.187868600107,90.0560326810971
"17",433,29.2525641249284,4.46324699152343,113.08393601732,102.54314817204,105.439696429184,98.2249880626726,102.748114513226,107.285190834921,104.916496298867,106.29721211936,49.8952902872513,48.2258976357076,47.2261109268502,50.4009360077478,47.383726455773,115.656983343642,98.3101706775619,122.152210633549
"18",1091,28.8691476406311,5.07913035569686,103.842596390136,101.585806286407,102.231707558523,98.1477027186692,103.355042626544,106.828521690644,100.047942811043,97.6256640424869,51.2732072617661,48.3287708686242,48.8302322589686,51.4131169773449,47.9290179302333,101.835184837823,101.401916152311,88.2875840503699
"19",983,28.983322611488,4.60788250581543,108.322511833764,101.582236625142,102.275432010489,98.4519216150219,100.746494355216,99.7319829297031,101.965384782031,99.4890643143408,50.3801144163116,48.2312958761967,48.1730000125917,51.3693015271173,47.8424178787478,102.987709942614,102.353641454187,88.2813036524347
"20",361,29.0845399920872,4.24610817326017,110.864136168945,101.997992690375,104.752943124723,98.8285163054107,108.591252314248,115.540896362376,104.060740851554,105.644673207528,50.3092496765662,48.2603699141404,48.0203019294226,50.6204644496345,47.4859301709775,108.926882198504,98.7106927553789,116.961925828308
"21",179,28.9374579281658,4.94330712021744,114.588169942552,102.264768330326,100.914674960938,98.9984449288226,105.441748857206,106.436175184899,103.146103526474,104.171994988325,50.8206803735043,48.3250345443466,48.9621268513354,51.7175140661507,48.3523094637379,108.083322836542,102.324853890982,91.4428435903066
"22",893,29.0564761217499,4.72938282802571,108.824902180019,100.659968088433,101.361326008292,98.4538150147937,104.34816539968,107.400016791585,101.374468444503,101.561506343335,50.6792678249418,48.2264150308796,47.7017163310279,51.322236269714,47.9686007981596,104.044010448584,101.617865982175,89.0731908064265
"23",176,28.8802104229103,4.5950901975608,103.364638415291,101.114929347254,103.034855484531,98.2668499636472,101.680277130717,106.033778127267,101.615837034038,102.57940663676,50.7176553106335,48.3137254718457,48.7881461033354,51.090992940933,47.9452649917697,106.798154285812,98.6815880162924,116.442367161544
